,Price
4934,14113
4935,18189
4936,28852
4937,28830
4938,8467
4939,34692
4940,22197
4941,6899
4942,19946
4943,10349
4944,20385
4945,4704
4946,282
4947,8467
4948,12544
4949,8154
4950,10349
4951,14113
4952,9418
4953,2666
4954,4704
4955,20385
4956,4861
4957,41538
4958,19613
4959,11992
4960,392
4961,37633
4962,10663
4963,282
4964,19757
4965,56450
4966,20698
4967,9095
4968,17249
4969,78403
4970,2587
4971,6899
4972,15367
4973,17876
4974,12544
4975,314
4976,251
4977,21953
4978,10349
4979,20542
4980,21062
4981,8467
4982,470
4983,4234
4984,470
4985,5488
4986,25089
4987,25299
4988,87021
4989,2822
4990,22266
4991,16621
4992,11368
4993,19444
4994,39615
4995,862
4996,220
4997,3607
4998,7056
4999,15524
5000,220
5001,31245
5002,4704
5003,8500
5004,30517
5005,706
5006,16308
5007,392
5008,470
5009,45436
5010,3000
5011,23050
5012,24709
5013,19444
5014,28241
5015,100355
5016,8154
5017,9722
5018,941
5019,11133
5020,1725
5021,19579
5022,7840
5023,23521
5024,19444
5025,392
5026,6899
5027,9565
5028,94
5029,23521
5030,6272
5031,12000
5032,8781
5033,7213
5034,784
5035,10000
5036,21326
5037,10036
5038,11917
5039,30
5040,49237
5041,2666
5042,23521
5043,26343
5044,19444
5045,21953
5046,16358
5047,16766
5048,29793
5049,3136
5050,29479
5051,10349
5052,17245
5053,13642
5054,7213
5055,16621
5056,31047
5057,11447
5058,18817
5059,219527
5060,19444
5061,14113
5062,43576
5063,627
5064,706
5065,627
5066,22063
5067,8154
5068,5018
5069,6899
5070,31361
5071,470
5072,10569
5073,15035
5074,44134
5075,706
5076,67699
5077,50178
5078,27598
5079,61154
5080,5959
5081,3136
5082,20814
5083,13172
5084,45436
5085,23521
5086,2822
5087,45633
5088,29793
5089,21950
5090,43576
5091,12231
5092,78048
5093,15530
5094,6743
5095,15053
5096,18817
5097,392
5098,2000
5099,6586
5100,5018
5101,40
5102,10976
5103,45473
5104,4391
5105,12231
5106,4861
5107,13500
5108,10663
5109,8154
5110,15825
5111,627
5112,21326
5113,19444
5114,15053
5115,1568
5116,18826
5117,10349
5118,5018
5119,11917
5120,15994
5121,18500
5122,8781
5123,43905
5124,16308
5125,26030
5126,157
5127,22357
5128,5175
5129,862
5130,25716
5131,14269
5132,19757
5133,54882
5134,2509
5135,15850
5136,549
5137,12858
5138,20698
5139,17092
5140,706
5141,627
5142,11102
5143,18817
5144,5959
5145,1333
5146,10036
5147,8781
5148,4704
5149,10976
5150,30583
5151,6899
5152,42651
5153,10349
5154,36827
5155,9408
5156,40926
5157,21953
5158,53314
5159,17876
5160,7213
5161,9722
5162,15530
5163,314
5164,4391
5165,21012
5166,862
5167,31675
5168,19444
5169,9722
5170,392
5171,7840
5172,42337
5173,3293
5174,29144
5175,46534
5176,188
5177,19384
5178,141124
5179,17249
5180,549
5181,862
5182,13799
5183,4234
5184,18817
5185,41547
5186,49848
5187,5959
5188,24775
5189,7056
5190,14426
5191,53185
5192,24462
5193,392
5194,20237
5195,30734
5196,22580
5197,32302
5198,5018
5199,12858
5200,20071
5201,39389
5202,7840
5203,16621
5204,13172
5205,549
5206,17249
5207,49550
5208,37000
5209,12074
5210,21326
5211,10663
5212,16308
5213,125
5214,220
5215,15681
5216,12717
5217,14113
5218,1490
5219,11917
5220,8467
5221,30107
5222,22649
5223,34497
5224,16935
5225,16935
5226,20385
5227,392
5228,941
5229,5331
5230,12701
5231,13172
5232,3136
5233,32412
5234,6586
5235,13172
5236,28909
5237,3500
5238,706
5239,30734
5240,10976
5241,15367
5242,6272
5243,9408
5244,60
5245,112900
5246,7840
5247,6899
5248,5959
5249,6899
5250,627
5251,18189
5252,21953
5253,9400
5254,7840
5255,104216
5256,706
5257,3293
5258,31449
5259,17249
5260,17876
5261,3920
5262,22063
5263,11760
5264,30
5265,35043
5266,11900
5267,4077
5268,15994
5269,2117
5270,39201
5271,392
5272,19757
5273,23521
5274,15612
5275,11604
5276,100
5277,3800
5278,8154
5279,3920
5280,31361
5281,9565
5282,12544
5283,13172
5284,13485
5285,15994
5286,28830
5287,34184
5288,2666
5289,20385
5290,20385
5291,10506
5292,10349
5293,14740
5294,15994
5295,12544
5296,4704
5297,26594
5298,35269
5299,4547
5300,36219
5301,23239
5302,46621
5303,5959
5304,69935
5305,10976
5306,47
5307,1568
5308,18384
5309,29793
5310,627
5311,8097
5312,23521
5313,8006
5314,157
5315,34184
5316,30891
5317,7997
5318,6899
5319,16455
5320,1411
5321,36137
5322,10349
5323,18092
5324,37320
5325,15681
5326,2587
5327,16400
5328,18817
5329,4391
5330,19444
5331,12544
5332,45
5333,6429
5334,5018
5335,549
5336,16465
5337,24709
5338,50
5339,80
5340,20814
5341,35237
5342,23991
5343,12231
5344,17876
5345,33823
5346,16308
5347,17562
5348,12858
5349,21012
5350,14113
5351,28225
5352,21012
5353,11604
5354,30734
5355,1333
5356,52520
5357,27911
5358,10976
5359,7840
5360,11290
5361,6115
5362,784
5363,3763
5364,627
5365,18817
5366,16308
5367,2500
5368,27654
5369,57077
5370,12544
5371,5018
5372,68994
5373,4547
5374,15681
5375,27911
5376,2666
5377,52059
5378,26795
5379,8781
5380,13799
5381,627
5382,1960
5383,21181
5384,12544
5385,9095
5386,7840
5387,11917
5388,29479
5389,9095
5390,16308
5391,17634
5392,31361
5393,18503
5394,470
5395,41397
5396,17500
5397,188
5398,5900
5399,3920
5400,21357
5401,6272
5402,15681
5403,2430
5404,7213
5405,1568
5406,14113
5407,13328
5408,34497
5409,14426
5410,6272
5411,282
5412,11604
5413,6899
5414,17023
5415,25299
5416,17562
5417,7997
5418,40556
5419,10964
5420,20071
5421,5645
5422,1490
5423,23138
5424,2038
5425,26657
5426,10976
5427,16151
5428,5802
5429,3500
5430,7527
5431,12000
5432,50
5433,36065
5434,7527
5435,706
5436,29087
5437,10976
5438,4704
5439,7213
5440,9
5441,19444
5442,23521
5443,7840
5444,37000
5445,5018
5446,13485
5447,29793
5448,11604
5449,4704
5450,17249
5451,22580
5452,2352
5453,2274
5454,34811
5455,12858
5456,7840
5457,63152
5458,470
5459,627
5460,4391
5461,51746
5462,862
5463,29777
5464,16308
5465,4391
5466,45473
5467,7997
5468,32929
5469,28225
5470,17663
5471,15681
5472,9879
5473,627
5474,12231
5475,31988
5476,10400
5477,11290
5478,11604
5479,2117
5480,12544
5481,3763
5482,125
5483,13946
5484,10036
5485,3763
5486,13172
5487,28592
5488,4077
5489,61154
5490,4077
5491,2500
5492,52687
5493,18189
5494,8781
5495,11917
5496,3607
5497,28241
5498,7000
5499,50805
5500,1333
5501,37633
5502,100355
5503,9512
5504,8781
5505,38737
5506,18503
5507,20005
5508,17876
5509,26491
5510,100355
5511,36733
5512,5331
5513,12231
5514,14113
5515,54568
5516,9879
5517,10976
5518,11917
5519,27924
5520,220
5521,23235
5522,4704
5523,43281
5524,7840
5525,3293
5526,18189
5527,22063
5528,5645
5529,8467
5530,13485
5531,18826
5532,10349
5533,12500
5534,9408
5535,314
5536,16894
5537,10349
5538,39201
5539,13485
5540,7213
5541,130
5542,314
5543,314
5544,862
5545,11917
5546,188
5547,8624
5548,392
5549,29793
5550,15524
5551,1176
5552,20385
5553,6899
5554,44545
5555,6272
5556,27190
5557,52520
5558,627
5559,7527
5560,16308
5561,28225
5562,6429
5563,33538
5564,157
5565,3136
5566,7683
5567,784
5568,6586
5569,13702
5570,18817
5571,3763
5572,3450
5573,14426
5574,784
5575,12074
5576,21639
5577,18817
5578,12858
5579,2509
5580,21012
5581,470
5582,10192
5583,7527
5584,12544
5585,5488
5586,28222
5587,470
5588,17710
5589,3200
5590,15681
5591,20385
5592,53941
5593,3700
5594,23521
5595,2600
5596,19444
5597,941
5598,5645
5599,20385
5600,120
5601,58338
5602,3607
5603,28225
5604,5488
5605,3763
5606,3300
5607,15053
5608,549
5609,28225
5610,13485
5611,21473
5612,15053
5613,37006
5614,17249
5615,16935
5616,26180
5617,1490
5618,11604
5619,9408
5620,23521
5621,549
5622,10349
5623,14113
5624,10976
5625,156805
5626,30420
5627,3136
5628,18189
5629,10976
5630,10964
5631,21953
5632,549
5633,6272
5634,5645
5635,392
5636,10036
5637,7527
5638,121681
5639,27591
5640,30784
5641,65858
5642,29793
5643,18189
5644,470
5645,11290
5646,2038
5647,8467
5648,5341
5649,8467
5650,18208
5651,14426
5652,16935
5653,8311
5654,19757
5655,2509
5656,12306
5657,1019
5658,17000
5659,1725
5660,59586
5661,40070
5662,23207
5663,2600
5664,8154
5665,21012
5666,47205
5667,15323
5668,15053
5669,4704
5670,18189
5671,2901
5672,54697
5673,7840
5674,53787
5675,4500
5676,6272
5677,40569
5678,39201
5679,7840
5680,314
5681,16935
5682,12858
5683,706
5684,17876
5685,21953
5686,17249
5687,17249
5688,5018
5689,10349
5690,14113
5691,17562
5692,15681
5693,1882
5694,941
5695,15681
5696,18189
5697,14583
5698,3763
5699,106627
5700,32929
5701,35
5702,15063
5703,11604
5704,941
5705,188
5706,12600
5707,4391
5708,23834
5709,25089
5710,627
5711,44134
5712,11864
5713,11262
5714,25716
5715,392
5716,25889
5717,6899
5718,24709
5719,2274
5720,16308
5721,5018
5722,31361
5723,26657
5724,17249
5725,18660
5726,7000
5727,11917
5728,21473
5729,26657
5730,9565
5731,17484
5732,16160
5733,13172
5734,13799
5735,14113
5736,8467
5737,941
5738,10976
5739,12858
5740,706
5741,13172
5742,19130
5743,11290
5744,30185
5745,5018
5746,13015
5747,20385
5748,13172
5749,16621
5750,47042
5751,2822
5752,9252
5753,3500
5754,941
5755,42171
5756,33870
5757,470
5758,251
5759,26927
5760,22947
5761,7527
5762,27598
5763,9408
5764,78
5765,5018
5766,12074
5767,35736
5768,34811
5769,627
5770,10976
5771,5488
5772,12544
5773,73131
5774,30734
5775,9408
5776,12544
5777,9500
5778,8938
5779,282
5780,8467
5781,314
5782,21953
5783,2600
5784,282
5785,1098
5786,23521
5787,12544
5788,5758
5789,11290
5790,11604
5791,68994
5792,54568
5793,22894
5794,51746
5795,17249
5796,15053
5797,11917
5798,4391
5799,12231
5800,40224
5801,282
5802,627
5803,34811
5804,5645
5805,28830
5806,9408
5807,11481
5808,5018
5809,24085
5810,8311
5811,11807
5812,13172
5813,16766
5814,15681
5815,12544
5816,17346
5817,18817
5818,18503
5819,29793
5820,50184
5821,49237
5822,10036
5823,38229
5824,12544
5825,13485
5826,6429
5827,1500
5828,125
5829,13172
5830,4861
5831,10976
5832,9700
5833,30950
5834,12858
5835,12544
5836,17111
5837,4704
5838,4704
5839,35752
5840,25763
5841,8781
5842,862
5843,95739
5844,12231
5845,57108
5846,314
5847,12858
5848,7213
5849,17719
5850,66197
5851,12112
5852,18189
5853,13523
5854,9408
5855,25089
5856,10349
5857,15053
5858,24775
5859,314
5860,3
5861,15624
5862,80958
5863,24148
5864,188
5865,17876
5866,22894
5867,10100
5868,5645
5869,14740
5870,11563
5871,10036
5872,2000
5873,157
5874,7840
5875,21639
5876,9500
5877,27598
5878,26971
5879,25274
5880,125
5881,17876
5882,7840
5883,30640
5884,5331
5885,23834
5886,15681
5887,34497
5888,7527
5889,21012
5890,7840
5891,3136
5892,26657
5893,9408
5894,6272
5895,188
5896,16599
5897,1568
5898,220
5899,30
5900,46490
5901,17562
5902,20385
5903,15681
5904,52059
5905,1098
5906,32302
5907,4077
5908,30
5909,14426
5910,28755
5911,26594
5912,12544
5913,941
5914,26343
5915,11604
5916,9408
5917,4547
5918,24512
5919,15367
5920,43868
5921,19416
5922,27654
5923,157
5924,9346
5925,3400
5926,6269
5927,1333
5928,47531
5929,6899
5930,3293
5931,10500
5932,14113
5933,4234
5934,15681
5935,40142
5936,42102
5937,62653
5938,53188
5939,15053
5940,1725
5941,25086
5942,314
5943,14269
5944,13495
5945,18817
5946,8938
5947,470
5948,627
5949,4077
5950,20385
5951,8467
5952,14740
5953,4701
5954,23521
5955,7000
5956,8467
5957,314
5958,21326
5959,17249
5960,14740
5961,5331
5962,21012
5963,3400
5964,12544
5965,14113
5966,40
5967,156805
5968,1646
5969,30734
5970,3607
5971,11604
5972,20385
5973,10349
5974,52696
5975,10976
5976,16621
5977,7213
5978,8624
5979,18346
5980,27356
5981,157
5982,11604
5983,4704
5984,23834
5985,22580
5986,42965
5987,10349
5988,1254
5989,392
5990,549
5991,6586
5992,3136
5993,15053
5994,68053
5995,392
5996,3000
5997,6429
5998,13300
5999,118519
6000,24148
6001,11604
6002,6115
6003,40340
6004,7213
6005,20698
6006,24618
6007,16935
6008,39226
6009,10036
6010,34836
6011,706
6012,5802
6013,28300
6014,70
6015,38737
6016,30
6017,42052
6018,39201
6019,14900
6020,45436
6021,50
6022,13485
6023,11000
6024,11704
6025,22580
6026,7213
6027,14113
6028,4861
6029,10976
6030,10976
6031,44500
6032,15292
6033,470
6034,9722
6035,14113
6036,21953
6037,16621
6038,627
6039,8467
6040,10000
6041,45473
6042,39829
6043,470
6044,6272
6045,7000
6046,220
6047,3136
6048,10450
6049,14500
6050,706
6051,18531
6052,2509
6053,53154
6054,16935
6055,21012
6056,45204
6057,17249
6058,39161
6059,11604
6060,53941
6061,282
6062,9252
6063,6272
6064,15681
6065,22075
6066,27924
6067,28225
6068,8154
6069,8151
6070,25559
6071,20297
6072,6272
6073,15367
6074,10381
6075,39750
6076,2500
6077,19444
6078,4077
6079,21639
6080,40889
6081,81539
6082,392
6083,10117
6084,23521
6085,157
6086,21169
6087,13172
6088,15000
6089,36401
6090,29166
6091,52373
6092,79971
6093,7997
6094,150
6095,627
6096,81539
6097,13485
6098,8467
6099,5331
6100,23207
6101,8467
6102,13172
6103,34497
6104,18189
6105,5018
6106,9408
6107,51746
6108,14113
6109,15681
6110,10000
6111,13341
6112,12701
6113,19130
6114,45473
6115,12544
6116,627
6117,18211
6118,43880
6119,37633
6120,20071
6121,22894
6122,11290
6123,5959
6124,33243
6125,3763
6126,16935
6127,392
6128,29580
6129,16621
6130,706
6131,5488
6132,22266
6133,470
6134,23521
6135,1019
6136,5000
6137,8781
6138,18531
6139,16308
6140,15681
6141,18503
6142,5300
6143,36426
6144,14279
6145,40
6146,25716
6147,3
6148,600
6149,7997
6150,6586
6151,7213
6152,3450
6153,16308
6154,12231
6155,12231
6156,6586
6157,9408
6158,43880
6159,706
6160,5645
6161,10976
6162,8781
6163,6586
6164,29479
6165,9722
6166,28225
6167,12544
6168,4077
6169,9879
6170,15994
6171,44533
6172,12388
6173,549
6174,15053
6175,8200
6176,627
6177,13172
6178,21395
6179,13485
6180,9408
6181,4547
6182,7213
6183,35752
6184,6272
6185,10036
6186,4077
6187,14740
6188,2274
6189,549
6190,4704
6191,9408
6192,6429
6193,157
6194,11917
6195,10000
6196,42337
6197,9408
6198,2800
6199,22894
6200,25
6201,15053
6202,17249
6203,20382
6204,23408
6205,2509
6206,784
6207,14113
6208,12231
6209,392
6210,13626
6211,4704
6212,7840
6213,4077
6214,18826
6215,14834
6216,25744
6217,47042
6218,22580
6219,4000
6220,13799
6221,15524
6222,8311
6223,15367
6224,17249
6225,13956
6226,12544
6227,706
6228,14069
6229,40142
6230,2901
6231,784
6232,58018
6233,10036
6234,27911
6235,13485
6236,13172
6237,15367
6238,12858
6239,6272
6240,9252
6241,120740
6242,7527
6243,8781
6244,15053
6245,11604
6246,24148
6247,5968
6248,5175
6249,26030
6250,40926
6251,22649
6252,33556
6253,314
6254,49858
6255,66150
6256,40
6257,1803
6258,11917
6259,7683
6260,25365
6261,12231
6262,157
6263,30671
6264,11917
6265,4704
6266,19369
6267,6500
6268,314
6269,23521
6270,862
6271,3136
6272,3700
6273,12544
6274,4234
6275,25089
6276,30
6277,9408
6278,37320
6279,19676
6280,8781
6281,26971
6282,8515
6283,9408
6284,15681
6285,21357
6286,16621
6287,706
6288,8154
6289,52959
6290,8467
6291,25716
6292,1568
6293,13485
6294,314
6295,11290
6296,11604
6297,30750
6298,45473
6299,7056
6300,21953
6301,4234
6302,9095
6303,10663
6304,21953
6305,23104
6306,40769
6307,7370
6308,392
6309,6899
6310,24709
6311,17415
6312,9756
6313,12544
6314,1019
6315,11604
6316,188
6317,627
6318,4391
6319,12074
6320,30
6321,627
6322,392
6323,13328
6324,392
6325,4391
6326,23521
6327,12544
6328,3400
6329,16756
6330,20385
6331,51373
6332,9408
6333,23521
6334,14113
6335,15837
6336,56450
6337,14294
6338,15994
6339,13799
6340,12858
6341,5018
6342,38260
6343,13987
6344,4391
6345,7527
6346,6429
6347,17484
6348,12544
6349,15994
6350,33550
6351,17876
6352,20266
6353,31
6354,15988
6355,251
6356,22580
6357,5959
6358,36065
6359,11917
6360,314
6361,15681
6362,46101
6363,9408
6364,4391
6365,9500
6366,706
6367,10976
6368,6429
6369,1882
6370,8624
6371,23991
6372,20385
6373,16621
6374,27598
6375,16621
6376,4077
6377,42334
6378,48610
6379,6586
6380,2352
6381,21326
6382,54954
6383,7370
6384,21796
6385,53314
6386,4704
6387,9408
6388,14426
6389,15681
6390,8781
6391,17562
6392,69935
6393,17249
6394,9408
6395,14542
6396,81539
6397,282
6398,5645
6399,18817
6400,39829
6401,26657
6402,43281
6403,11290
6404,30734
6405,34497
6406,17813
6407,22266
6408,13485
6409,4077
6410,3450
6411,18503
6412,13172
6413,6000
6414,314
6415,7213
6416,9063
6417,194438
6418,10976
6419,51815
6420,78
6421,15624
6422,12544
6423,62722
6424,7000
6425,70
6426,12544
6427,27284
6428,784
6429,470
6430,54882
6431,392
6432,125
6433,1019
6434,49798
6435,31361
6436,13172
6437,1019
6438,1882
6439,10381
6440,5175
6441,125
6442,24500
6443,43868
6444,16308
6445,15524
6446,15681
6447,18688
6448,19757
6449,26149
6450,18189
6451,7213
6452,8154
6453,10036
6454,941
6455,21169
6456,7056
6457,47042
6458,862
6459,11917
6460,28357
6461,9408
6462,94
6463,7840
6464,392
6465,19601
6466,23521
6467,6272
6468,3136
6469,32935
6470,31988
6471,47989
6472,42152
6473,1568
6474,58018
6475,29711
6476,23270
6477,16621
6478,9722
6479,706
6480,6899
6481,43592
6482,7806
6483,862
6484,549
6485,22894
6486,13485
6487,7213
6488,15681
6489,16621
6490,220
6491,11917
6492,45473
6493,25889
6494,14113
6495,3763
6496,11917
6497,470
6498,12541
6499,627
6500,4234
6501,9095
6502,14113
6503,10976
6504,706
6505,144261
6506,4861
6507,68994
6508,13172
6509,28852
6510,2038
6511,1411
6512,549
6513,15000
6514,20071
6515,17562
6516,6899
6517,549
6518,26149
6519,24029
6520,49293
6521,17876
6522,97219
6523,17876
6524,24029
6525,20250
6526,70562
6527,22580
6528,28225
6529,34811
6530,20385
6531,32973
6532,8467
6533,40
6534,10976
6535,36231
6536,21953
6537,21326
6538,45473
6539,9408
6540,941
6541,1700
6542,29163
6543,111332
6544,12858
6545,8154
6546,25763
6547,1646
6548,10349
6549,220
6550,10976
6551,56450
6552,3763
6553,22947
6554,49751
6555,549
6556,9252
6557,1019
6558,1000
6559,13485
6560,4234
6561,5645
6562,42171
6563,21953
6564,12231
6565,18817
6566,9405
6567,22947
6568,39829
6569,10349
6570,47042
6571,20341
6572,1803
6573,9408
6574,470
6575,54568
6576,11133
6577,17876
6578,43868
6579,1803
6580,53154
6581,251
6582,25889
6583,29793
6584,17942
6585,28532
6586,7213
6587,12544
6588,39829
6589,282
6590,3450
6591,10976
6592,29793
6593,20385
6594,15991
6595,12388
6596,17562
6597,8311
6598,21169
6599,22843
6600,1111
6601,4077
6602,14454
6603,7683
6604,8467
6605,15681
6606,15681
6607,23828
6608,6586
6609,11368
6610,17876
6611,15681
6612,12287
6613,54255
6614,18817
6615,5018
6616,15681
6617,17562
6618,1800
6619,23521
6620,17562
6621,17249
6622,21953
6623,13310
6624,23521
6625,5331
6626,13172
6627,30420
6628,2195
6629,12570
6630,13328
6631,14426
6632,941
6633,549
6634,23521
6635,7840
6636,26030
6637,37633
6638,1882
6639,6899
6640,20005
6641,10349
6642,8154
6643,36692
6644,14426
6645,31744
6646,4704
6647,12388
6648,7213
6649,12980
6650,314
6651,10976
6652,10000
6653,17719
6654,11864
6655,52034
6656,20698
6657,8624
6658,72130
6659,37320
6660,12858
6661,941
6662,1176
6663,16308
6664,50196
6665,13015
6666,39750
6667,7213
6668,12231
6669,27284
6670,14113
6671,25089
6672,627
6673,7524
6674,157
6675,15423
6676,314
6677,15681
6678,10349
6679,11604
6680,7213
6681,314
6682,6272
6683,15681
6684,42987
6685,13172
6686,62023
6687,11604
6688,31581
6689,20385
6690,2666
6691,470
6692,7317
6693,19130
6694,31361
6695,22894
6696,10663
6697,1568
6698,2117
6699,706
6700,22580
6701,16621
6702,13771
6703,706
6704,6586
6705,1019
6706,9418
6707,2900
6708,18660
6709,8154
6710,941
6711,25299
6712,47076
6713,13500
6714,25089
6715,470
6716,1725
6717,17249
6718,24148
6719,17876
6720,12858
6721,13172
6722,36692
6723,15053
6724,251
6725,12281
6726,13328
6727,114154
6728,706
6729,16894
6730,9722
6731,7527
6732,11917
6733,9418
6734,627
6735,1254
6736,7213
6737,392
6738,33556
6739,16935
6740,13777
6741,7840
6742,3136
6743,24559
6744,13172
6745,8781
6746,700
6747,28927
6748,8500
6749,1646
6750,7213
6751,2822
6752,15681
6753,706
6754,627
6755,58959
6756,24000
6757,20385
6758,1254
6759,7213
6760,6900
6761,53154
6762,392
6763,2117
6764,32973
6765,19121
6766,314
6767,9722
6768,21012
6769,1568
6770,4547
6771,79971
6772,23722
6773,19444
6774,18189
6775,103178
6776,1254
6777,470
6778,5175
6779,10349
6780,20385
6781,22291
6782,16621
6783,6272
6784,14426
6785,5331
6786,44545
6787,41886
6788,282
6789,34497
6790,47757
6791,784
6792,12858
6793,21639
6794,470
6795,42692
6796,16308
6797,10976
6798,784
6799,11917
6800,19757
6801,20385
6802,2195
6803,56136
6804,25716
6805,9408
6806,41632
6807,3136
6808,2500
6809,12701
6810,40092
6811,7809
6812,37633
6813,37163
6814,15681
6815,6899
6816,58507
6817,18817
6818,784
6819,5175
6820,43952
6821,21326
6822,950
6823,14113
6824,11290
6825,470
6826,11290
6827,19200
6828,17249
6829,87497
6830,150
6831,36065
6832,706
6833,25716
6834,11917
6835,5488
6836,7840
6837,13485
6838,8467
6839,150
6840,1254
6841,34419
6842,10036
6843,44517
6844,41629
6845,12544
6846,15681
6847,10976
6848,24571
6849,44752
6850,37633
6851,1882
6852,37564
6853,42651
6854,7840
6855,42171
6856,4704
6857,20266
6858,130
6859,10036
6860,11290
6861,9408
6862,10036
6863,706
6864,20071
6865,8467
6866,20665
6867,13172
6868,94
6869,24302
6870,15681
6871,26657
6872,19130
6873,17562
6874,17876
6875,45473
6876,2274
6877,8467
6878,11447
6879,314
6880,35902
6881,13799
6882,26186
6883,8311
6884,5500
6885,1725
6886,15053
6887,4861
6888,941
6889,3293
6890,549
6891,49751
6892,17249
6893,8781
6894,30000
6895,7683
6896,7840
6897,25264
6898,100
6899,784
6900,9408
6901,17942
6902,9408
6903,941
6904,10976
6905,17249
6906,19130
6907,39201
6908,42102
6909,26180
6910,157
6911,23521
6912,22580
6913,11290
6914,27946
6915,21169
6916,11604
6917,23389
6918,22266
6919,18189
6920,3700
6921,22580
6922,51523
6923,4861
6924,51746
6925,14426
6926,10697
6927,16621
6928,16151
6929,22894
6930,13172
6931,19757
6932,188
6933,56450
6934,3607
6935,1490
6936,17054
6937,35328
6938,7056
6939,8467
6940,37984
6941,15053
6942,14583
6943,19757
6944,31047
6945,22947
6946,20636
6947,23436
6948,15624
6949,10349
6950,25889
6951,4704
6952,8467
6953,15681
6954,549
6955,10976
6956,3058
6957,14113
6958,59586
6959,2430
6960,13956
6961,15053
6962,706
6963,470
6964,6272
6965,97219
6966,23521
6967,9722
6968,3607
6969,35438
6970,16621
6971,941
6972,19676
6973,13799
6974,4704
6975,941
6976,14113
6977,29793
6978,26657
6979,129521
6980,11917
6981,60831
6982,28830
6983,1803
6984,80000
6985,94
6986,31047
6987,14426
6988,6272
6989,29793
6990,23521
6991,47107
6992,10976
6993,6899
6994,9261
6995,16308
6996,17158
6997,30351
6998,9938
6999,10976
7000,862
7001,14740
7002,11917
7003,23521
7004,6899
7005,24148
7006,29166
7007,784
7008,17562
7009,941
7010,11992
7011,10506
7012,20698
7013,7119
7014,40
7015,34497
7016,941
7017,1568
7018,6700
7019,7527
7020,48534
7021,9095
7022,14900
7023,16308
7024,38574
7025,392
7026,68994
7027,3000
7028,81445
7029,19130
7030,188
7031,188
7032,13799
7033,314
7034,33575
7035,282
7036,5018
7037,58018
7038,12858
7039,11917
7040,3293
7041,4077
7042,6586
7043,27654
7044,25089
7045,15681
7046,31675
7047,31361
7048,27284
7049,6272
7050,26720
7051,10976
7052,94
7053,6115
7054,40
7055,706
7056,16621
7057,51746
7058,12000
7059,470
7060,15367
7061,15367
7062,4234
7063,188
7064,10976
7065,14113
7066,16308
7067,6586
7068,1725
7069,31047
7070,10506
7071,11917
7072,16621
7073,6899
7074,282
7075,15496
7076,2587
7077,5645
7078,12544
7079,9747
7080,16151
7081,941
7082,24462
7083,31988
7084,45734
7085,13604
7086,21953
7087,21012
7088,25089
7089,15681
7090,11604
7091,20005
7092,5018
7093,10976
7094,4077
7095,4704
7096,941
7097,157
7098,8467
7099,1019
7100,8781
7101,25299
7102,4234
7103,7213
7104,941
7105,21953
7106,6899
7107,251
7108,16300
7109,6586
7110,21012
7111,25089
7112,12231
7113,36426
7114,30734
7115,12300
7116,14454
7117,392
7118,627
7119,10036
7120,20005
7121,87811
7122,55515
7123,9408
7124,3293
7125,392
7126,470
7127,21410
7128,13485
7129,1568
7130,16621
7131,5331
7132,10976
7133,12544
7134,4861
7135,14113
7136,300
7137,1490
7138,14113
7139,33870
7140,13485
7141,2352
7142,157
7143,11290
7144,15367
7145,2430
7146,470
7147,37633
7148,39201
7149,68994
7150,20385
7151,7840
7152,5802
7153,46414
7154,627
7155,392
7156,27598
7157,4861
7158,6200
7159,29122
7160,13000
7161,2500
7162,706
7163,13485
7164,1882
7165,11604
7166,23521
7167,4077
7168,8781
7169,26657
7170,10036
7171,706
7172,10976
7173,12231
7174,70562
7175,15718
7176,21253
7177,20071
7178,17876
7179,16621
7180,28532
7181,10349
7182,549
7183,392
7184,22423
7185,14113
7186,10349
7187,34673
7188,2587
7189,15681
7190,7840
7191,18189
7192,470
7193,15677
7194,15991
7195,23521
7196,47042
7197,9252
7198,14740
7199,15681
7200,28225
7201,26657
7202,54000
7203,97235
7204,12143
7205,22894
7206,37633
7207,16621
7208,18826
7209,1411
7210,71647
7211,3136
7212,20698
7213,1568
7214,18189
7215,314
7216,21639
7217,18346
7218,13172
7219,8781
7220,23700
7221,19757
7222,470
7223,20385
7224,19707
7225,7260
7226,106668
7227,16308
7228,24148
7229,27654
7230,10976
7231,65858
7232,21953
7233,10036
7234,10349
7235,13485
7236,2038
7237,18660
7238,36065
7239,6899
7240,1725
7241,4500
7242,18817
7243,13799
7244,11917
7245,20385
7246,34497
7247,22580
7248,3600
7249,13328
7250,8781
7251,17562
7252,5331
7253,4968
7254,18189
7255,43576
7256,21639
7257,21000
7258,6272
7259,42651
7260,10976
7261,12720
7262,2822
7263,392
7264,54568
7265,18033
7266,19482
7267,17245
7268,12388
7269,7840
7270,21500
7271,39201
7272,18362
7273,47201
7274,6899
7275,17876
7276,2352
7277,31361
7278,27598
7279,47042
7280,16766
7281,10976
7282,40092
7283,64823
7284,627
7285,19679
7286,7213
7287,12231
7288,1176
7289,11604
7290,627
7291,6429
7292,45
7293,15053
7294,8467
7295,8781
7296,21953
7297,14454
7298,14113
7299,53521
7300,21181
7301,12231
7302,39201
7303,470
7304,40769
7305,15053
7306,282
7307,37947
7308,11604
7309,4704
7310,4200
7311,7213
7312,7997
7313,18826
7314,27284
7315,18189
7316,314
7317,20005
