,Unnamed: 0,ID,Levy,Manufacturer,Model,Prod. year,Category,Leather interior,Fuel type,Engine volume,Mileage,Cylinders,Gear box type,Drive wheels,Doors,Wheel,Color,Airbags,Price
6677,6677,45803370,640.0,HYUNDAI,Sonata,2013,Sedan,Yes,Petrol,<= 3 No turbo,30km to 100km,4.0,Automatic,Front,04-May,Left wheel,White,4,15367
5734,5734,45715379,900.0,HYUNDAI,Sonata,2015,Sedan,Yes,Petrol,<= 3 No turbo,100km and above,4.0,Tiptronic,Front,04-May,Left wheel,Brown,10,15367
17200,17200,45781937,585.0,HYUNDAI,Elantra,2013,Sedan,No,Petrol,<= 3 No turbo,30km to 100km,4.0,Tiptronic,Front,04-May,Left wheel,Silver,6,15367
11828,11828,45773489,906.8381278879118,TOYOTA,Prius,2011,Sedan,No,LPG,<= 3 No turbo,100km and above,4.0,Variator,Front,04-May,Left wheel,Silver,4,15367
2992,2992,43943059,906.8381278879118,VOLKSWAGEN,Golf TDI,2012,Hatchback,No,Diesel,<= 3 turbo,100km and above,4.0,Manual,Front,02-Mar,Left wheel,White,10,15367
4387,4387,45731777,1024.0,HYUNDAI,H1,2010,Minivan,Yes,Diesel,<= 3 No turbo,30km to 100km,4.0,Automatic,Front,04-May,Left wheel,Black,4,15367
8434,8434,45810865,503.0,TOYOTA,Prius C,2012,Hatchback,No,Hybrid,<= 3 No turbo,100km and above,4.0,Variator,Front,04-May,Left wheel,White,7,15367
11350,11350,45066288,761.0,TOYOTA,Prius,2010,Sedan,Yes,Hybrid,<= 3 No turbo,30km to 100km,4.0,Automatic,Front,04-May,Left wheel,Silver,12,15367
12651,12651,45797448,906.8381278879118,TOYOTA,Aqua,2012,Hatchback,No,Petrol,<= 3 No turbo,30km to 100km,4.0,Automatic,Front,04-May,Left wheel,Black,0,15367
13246,13246,45785918,586.0,TOYOTA,Prius,2012,Hatchback,No,Hybrid,<= 3 No turbo,100km and above,4.0,Automatic,Front,04-May,Left wheel,Silver,0,15367
10164,10164,45759951,503.0,TOYOTA,Prius C,2012,Hatchback,No,Hybrid,<= 3 No turbo,100km and above,4.0,Variator,Front,04-May,Left wheel,Black,0,15367
6518,6518,45782568,906.8381278879118,NISSAN,X-Terra,2005,Jeep,No,LPG,> 3 & <= 5 No turbo,100km and above,6.0,Manual,4x4,04-May,Left wheel,Black,6,15367
13020,13020,45815529,645.0,TOYOTA,Prius,2011,Hatchback,No,Hybrid,<= 3 No turbo,100km and above,4.0,Variator,Front,04-May,Left wheel,Grey,4,15367
222,222,45781861,640.0,VOLKSWAGEN,Passat,2013,Sedan,Yes,Diesel,<= 3 turbo,100km and above,4.0,Tiptronic,Front,04-May,Left wheel,White,16,15367
13310,13310,44708655,906.8381278879118,OPEL,Astra GTC 1.9 turbo dies,2008,Hatchback,Yes,Diesel,<= 3 turbo,100km and above,4.0,Manual,Front,02-Mar,Left wheel,Sky blue,8,15367
10190,10190,45803453,765.0,HYUNDAI,Sonata,2015,Sedan,Yes,LPG,<= 3 No turbo,100km and above,4.0,Automatic,Front,04-May,Left wheel,Silver,4,15367
18576,18576,45807921,906.8381278879118,HYUNDAI,Elantra,2010,Sedan,No,Petrol,<= 3 No turbo,100km and above,4.0,Tiptronic,Front,04-May,Left wheel,Purple,4,15367
18384,18384,45781223,906.8381278879118,HYUNDAI,Sonata,2010,Sedan,No,Petrol,<= 3 No turbo,30km to 100km,4.0,Tiptronic,Front,04-May,Left wheel,White,8,15367
15889,15889,45506750,761.0,TOYOTA,Prius,2010,Hatchback,No,Hybrid,<= 3 No turbo,100km and above,4.0,Automatic,Front,04-May,Left wheel,White,4,15367
777,777,45791869,906.8381278879118,NISSAN,Rogue SL,2010,Jeep,No,Petrol,<= 3 No turbo,100km and above,4.0,Variator,Front,04-May,Left wheel,Black,8,15367
15791,15791,45798474,906.8381278879118,HYUNDAI,Sonata,2010,Sedan,No,Petrol,<= 3 No turbo,100km and above,4.0,Tiptronic,Front,04-May,Left wheel,White,0,15367
3287,3287,45801973,906.8381278879118,FORD,Taurus interceptor,2014,Sedan,Yes,Petrol,> 3 & <= 5 No turbo,100km and above,6.0,Automatic,4x4,04-May,Left wheel,Grey,8,15367
8264,8264,45733141,765.0,HYUNDAI,Sonata,2015,Sedan,Yes,LPG,<= 3 No turbo,100km and above,4.0,Automatic,Front,04-May,Left wheel,Silver,4,15367
15790,15790,45721345,906.8381278879118,HONDA,FIT,2013,Hatchback,No,Hybrid,<= 3 No turbo,100km and above,4.0,Automatic,Front,04-May,Right-hand drive,Sky blue,2,15367
8158,8158,42412373,781.0,CHEVROLET,Trax,2018,Jeep,Yes,Petrol,<= 3 No turbo,Between 10km,4.0,Automatic,4x4,04-May,Left wheel,Black,8,15367
9275,9275,42412373,781.0,CHEVROLET,Trax,2018,Jeep,Yes,Petrol,<= 3 No turbo,Between 10km,4.0,Automatic,4x4,04-May,Left wheel,Black,8,15367
9875,9875,45776528,906.8381278879118,KIA,Optima,2011,Sedan,No,Petrol,<= 3 No turbo,100km and above,4.0,Automatic,Front,04-May,Right-hand drive,Carnelian red,2,15367
6067,6067,45807342,919.0,MERCEDES-BENZ,C 300,2012,Sedan,Yes,Petrol,<= 3 No turbo,100km and above,6.0,Automatic,4x4,04-May,Left wheel,Black,12,15367
4955,4955,45787526,906.8381278879118,MERCEDES-BENZ,ML 350,2004,Jeep,Yes,Petrol,> 3 & <= 5 No turbo,100km and above,6.0,Tiptronic,4x4,04-May,Left wheel,Black,12,15367
6199,6199,45797089,629.0,HYUNDAI,Elantra,2015,Sedan,Yes,Petrol,<= 3 No turbo,30km to 100km,4.0,Automatic,Front,04-May,Left wheel,White,4,15336
11080,11080,45797598,1185.0,HYUNDAI,H1,2009,Minivan,Yes,Diesel,<= 3 No turbo,100km and above,4.0,Automatic,Front,04-May,Left wheel,Yellow,4,15329
11851,11851,45801529,531.0,HYUNDAI,Elantra,2012,Sedan,Yes,Petrol,<= 3 No turbo,100km and above,4.0,Automatic,Front,04-May,Left wheel,Grey,4,15323
16932,16932,45797273,583.0,HYUNDAI,Elantra,2011,Sedan,Yes,Petrol,<= 3 No turbo,100km and above,4.0,Automatic,Front,04-May,Left wheel,Silver,4,15323
18825,18825,45801524,583.0,HYUNDAI,Elantra,2011,Sedan,Yes,Petrol,<= 3 No turbo,100km and above,4.0,Automatic,Front,04-May,Left wheel,Silver,4,15323
17806,17806,45801492,531.0,HYUNDAI,Elantra,2012,Sedan,Yes,Petrol,<= 3 No turbo,100km and above,4.0,Automatic,Front,04-May,Left wheel,Black,4,15323
16687,16687,45802020,836.0,HYUNDAI,Genesis,2010,Coupe,Yes,Petrol,<= 3 No turbo,100km and above,4.0,Automatic,Front,04-May,Left wheel,Grey,4,15323
12542,12542,45797054,836.0,HYUNDAI,Genesis,2010,Coupe,Yes,Petrol,<= 3 No turbo,100km and above,4.0,Automatic,Front,04-May,Left wheel,Grey,4,15323
13540,13540,45802708,836.0,HYUNDAI,Santa FE,2010,Jeep,Yes,Diesel,<= 3 No turbo,100km and above,4.0,Automatic,Front,04-May,Left wheel,Silver,4,15323
5074,5074,45732670,836.0,HYUNDAI,Sonata,2010,Sedan,Yes,Petrol,<= 3 No turbo,100km and above,4.0,Automatic,Front,04-May,Left wheel,White,4,15323
3164,3164,45797216,836.0,HYUNDAI,Genesis,2010,Coupe,Yes,Petrol,<= 3 No turbo,100km and above,4.0,Automatic,Front,04-May,Left wheel,Black,4,15292
10119,10119,45730855,836.0,HYUNDAI,Genesis,2010,Coupe,Yes,Petrol,<= 3 No turbo,100km and above,4.0,Automatic,Front,04-May,Left wheel,Red,4,15289
9810,9810,45802045,836.0,HYUNDAI,Genesis,2010,Coupe,Yes,Petrol,<= 3 No turbo,100km and above,4.0,Automatic,Front,04-May,Left wheel,Black,4,15289
5985,5985,45797083,836.0,HYUNDAI,Genesis,2010,Coupe,Yes,Petrol,<= 3 No turbo,100km and above,4.0,Automatic,Front,04-May,Left wheel,Red,4,15289
3779,3779,45802028,836.0,HYUNDAI,Genesis,2010,Coupe,Yes,Petrol,<= 3 No turbo,100km and above,4.0,Automatic,Front,04-May,Left wheel,Red,4,15285
5827,5827,45809072,382.0,TOYOTA,Aqua,2017,Hatchback,Yes,Hybrid,<= 3 No turbo,30km to 100km,4.0,Automatic,Front,04-May,Left wheel,White,4,15273
4305,4305,45803314,707.0,HYUNDAI,Sonata,2011,Sedan,Yes,Petrol,<= 3 No turbo,100km and above,4.0,Automatic,Front,04-May,Left wheel,Grey,4,15257
551,551,45732813,707.0,HYUNDAI,Sonata,2011,Sedan,Yes,Petrol,<= 3 No turbo,100km and above,4.0,Automatic,Front,04-May,Left wheel,Grey,4,15257
10866,10866,45732812,836.0,HYUNDAI,Sonata,2010,Sedan,Yes,Petrol,<= 3 No turbo,100km and above,4.0,Automatic,Front,04-May,Left wheel,Black,4,15257
14831,14831,45732807,707.0,HYUNDAI,Sonata,2011,Sedan,Yes,Petrol,<= 3 No turbo,100km and above,4.0,Automatic,Front,04-May,Left wheel,White,4,15257
11084,11084,45732805,836.0,HYUNDAI,Sonata,2010,Sedan,Yes,Petrol,<= 3 No turbo,100km and above,4.0,Automatic,Front,04-May,Left wheel,Grey,4,15257
18596,18596,45797199,707.0,HYUNDAI,Genesis,2011,Coupe,Yes,Petrol,<= 3 No turbo,100km and above,4.0,Automatic,Front,04-May,Left wheel,Grey,4,15245
3935,3935,45730946,707.0,HYUNDAI,Genesis,2011,Coupe,Yes,Petrol,<= 3 No turbo,100km and above,4.0,Automatic,Front,04-May,Left wheel,Grey,4,15245
284,284,45802041,707.0,HYUNDAI,Genesis,2011,Coupe,Yes,Petrol,<= 3 No turbo,100km and above,4.0,Automatic,Front,04-May,Left wheel,Grey,4,15241
896,896,45092576,906.8381278879118,FORD,Transit,2010,Goods wagon,No,Diesel,<= 3 turbo,100km and above,4.0,Manual,Front,04-May,Left wheel,White,2,15210
8922,8922,45813742,463.0,TOYOTA,Prius,2018,Sedan,Yes,Hybrid,<= 3 No turbo,10km to 30km,4.0,Automatic,Front,04-May,Left wheel,White,12,15210
938,938,44104417,906.8381278879118,TOYOTA,Aqua,2014,Hatchback,No,Hybrid,<= 3 No turbo,100km and above,4.0,Variator,Front,04-May,Right-hand drive,White,2,15210
13052,13052,45782211,906.8381278879118,TOYOTA,Aqua,2012,Hatchback,No,Hybrid,<= 3 No turbo,100km and above,8.0,Automatic,Front,04-May,Right-hand drive,Red,6,15210
5735,5735,45768361,1076.0,HYUNDAI,Elantra,2020,Sedan,Yes,Petrol,<= 3 No turbo,10km to 30km,4.0,Automatic,Front,04-May,Left wheel,Grey,12,15210
7342,7342,45814017,586.0,TOYOTA,Prius,2012,Hatchback,Yes,Hybrid,<= 3 No turbo,30km to 100km,4.0,Automatic,Front,04-May,Left wheel,Red,7,15210
1221,1221,45797813,1347.0,HYUNDAI,H1,2008,Minivan,Yes,Diesel,<= 3 No turbo,30km to 100km,4.0,Automatic,Front,04-May,Left wheel,Silver,4,15210
12257,12257,45770398,1141.0,TOYOTA,Camry,2009,Sedan,Yes,Hybrid,<= 3 No turbo,10km to 30km,4.0,Automatic,Front,04-May,Left wheel,Silver,12,15210
8696,8696,45491349,586.0,TOYOTA,Prius V,2012,Hatchback,No,Hybrid,<= 3 No turbo,100km and above,4.0,Automatic,Front,04-May,Left wheel,Sky blue,12,15200
12290,12290,45788507,906.8381278879118,VOLKSWAGEN,CC,2010,Sedan,Yes,Petrol,<= 3 turbo,100km and above,4.0,Tiptronic,Front,04-May,Left wheel,Silver,8,15200
809,809,45809882,645.0,CHEVROLET,Cruze,2011,Sedan,Yes,Petrol,<= 3 No turbo,100km and above,4.0,Automatic,Front,04-May,Left wheel,Grey,4,15173
12649,12649,45803295,707.0,HYUNDAI,Sonata,2011,Sedan,Yes,Petrol,<= 3 No turbo,100km and above,4.0,Automatic,Front,04-May,Left wheel,Grey,4,15132
4630,4630,45732759,707.0,HYUNDAI,Sonata,2011,Sedan,Yes,Petrol,<= 3 No turbo,100km and above,4.0,Automatic,Front,04-May,Left wheel,Grey,4,15132
1290,1290,45732772,836.0,HYUNDAI,Sonata,2010,Sedan,Yes,Petrol,<= 3 No turbo,100km and above,4.0,Automatic,Front,04-May,Left wheel,Silver,4,15132
3440,3440,45732771,836.0,HYUNDAI,Sonata,2010,Sedan,Yes,Petrol,<= 3 No turbo,100km and above,4.0,Automatic,Front,04-May,Left wheel,Silver,4,15132
15964,15964,45798000,687.0,HYUNDAI,Elantra,2010,Sedan,Yes,Petrol,<= 3 No turbo,100km and above,4.0,Automatic,Front,04-May,Left wheel,Silver,4,15132
13171,13171,45798004,687.0,HYUNDAI,Elantra,2010,Sedan,Yes,Petrol,<= 3 No turbo,100km and above,4.0,Automatic,Front,04-May,Left wheel,Silver,4,15132
6627,6627,45801833,687.0,HYUNDAI,Elantra,2010,Sedan,Yes,Petrol,<= 3 No turbo,100km and above,4.0,Automatic,Front,04-May,Left wheel,Silver,4,15132
5610,5610,45810467,642.0,CHEVROLET,Orlando,2012,Jeep,Yes,Diesel,<= 3 No turbo,100km and above,4.0,Automatic,Front,04-May,Left wheel,Grey,4,15125
19137,19137,45810466,642.0,CHEVROLET,Orlando,2012,Jeep,Yes,Diesel,<= 3 No turbo,100km and above,4.0,Automatic,Front,04-May,Left wheel,Golden,4,15125
16176,16176,45810466,642.0,CHEVROLET,Orlando,2012,Jeep,Yes,Diesel,<= 3 No turbo,100km and above,4.0,Automatic,Front,04-May,Left wheel,Golden,4,15125
15201,15201,45810467,642.0,CHEVROLET,Orlando,2012,Jeep,Yes,Diesel,<= 3 No turbo,100km and above,4.0,Automatic,Front,04-May,Left wheel,Grey,4,15125
1718,1718,45801835,687.0,HYUNDAI,Elantra,2010,Sedan,Yes,Petrol,<= 3 No turbo,30km to 100km,4.0,Automatic,Front,04-May,Left wheel,Silver,4,15100
11023,11023,45798009,687.0,HYUNDAI,Elantra,2010,Sedan,Yes,Petrol,<= 3 No turbo,30km to 100km,4.0,Automatic,Front,04-May,Left wheel,Silver,4,15100
1869,1869,45803695,707.0,HYUNDAI,Tucson,2011,Jeep,Yes,Diesel,<= 3 No turbo,30km to 100km,4.0,Automatic,Front,04-May,Left wheel,White,4,15063
10088,10088,45802362,1024.0,HYUNDAI,H1,2010,Minivan,Yes,Diesel,<= 3 No turbo,30km to 100km,4.0,Automatic,Front,04-May,Left wheel,Black,4,15063
7637,7637,45802775,836.0,HYUNDAI,Santa FE,2010,Jeep,Yes,Diesel,<= 3 No turbo,30km to 100km,4.0,Automatic,Front,04-May,Left wheel,White,4,15063
1664,1664,45797692,1024.0,HYUNDAI,H1,2010,Minivan,Yes,Diesel,<= 3 No turbo,30km to 100km,4.0,Automatic,Front,04-May,Left wheel,Black,4,15063
7046,7046,45803463,765.0,HYUNDAI,Sonata,2015,Sedan,Yes,LPG,<= 3 No turbo,100km and above,4.0,Automatic,Front,04-May,Left wheel,Silver,4,15060
8019,8019,45803464,765.0,HYUNDAI,Sonata,2015,Sedan,Yes,LPG,<= 3 No turbo,100km and above,4.0,Automatic,Front,04-May,Left wheel,Red,4,15060
7835,7835,45803467,765.0,HYUNDAI,Sonata,2015,Sedan,Yes,LPG,<= 3 No turbo,100km and above,4.0,Automatic,Front,04-May,Left wheel,Silver,4,15060
9280,9280,45733130,765.0,HYUNDAI,Sonata,2015,Sedan,Yes,LPG,<= 3 No turbo,100km and above,4.0,Automatic,Front,04-May,Left wheel,Silver,4,15060
8915,8915,45733127,765.0,HYUNDAI,Sonata,2015,Sedan,Yes,LPG,<= 3 No turbo,100km and above,4.0,Automatic,Front,04-May,Left wheel,Red,4,15060
12891,12891,45799373,906.8381278879118,FORD,Transit,1998,Microbus,No,Diesel,<= 3 turbo,100km and above,4.0,Manual,Rear,04-May,Left wheel,White,6,15053
8305,8305,45676303,777.0,TOYOTA,Camry,2014,Sedan,Yes,Petrol,<= 3 No turbo,100km and above,4.0,Automatic,Front,04-May,Left wheel,Black,12,15053
5877,5877,45786714,751.0,HYUNDAI,Sonata,2013,Sedan,No,Petrol,<= 3 No turbo,100km and above,4.0,Tiptronic,Front,04-May,Left wheel,Black,10,15053
14074,14074,45791563,906.8381278879118,TOYOTA,Prius,2010,Hatchback,Yes,LPG,<= 3 No turbo,100km and above,4.0,Tiptronic,Front,04-May,Left wheel,Black,10,15053
4924,4924,45754179,749.0,HYUNDAI,Sonata,2014,Sedan,Yes,Petrol,<= 3 turbo,30km to 100km,4.0,Automatic,Front,04-May,Left wheel,White,12,15053
1150,1150,45792640,906.8381278879118,TOYOTA,Prius,2008,Hatchback,No,Hybrid,<= 3 No turbo,100km and above,4.0,Variator,Front,04-May,Left wheel,Beige,4,15053
14570,14570,45781631,906.8381278879118,MERCEDES-BENZ,S 430,2003,Sedan,Yes,Petrol,> 3 & <= 5 No turbo,100km and above,8.0,Tiptronic,4x4,04-May,Left wheel,Carnelian red,10,15053
17641,17641,45803225,765.0,HYUNDAI,Sonata,2015,Sedan,Yes,LPG,<= 3 No turbo,100km and above,4.0,Automatic,Front,04-May,Left wheel,Silver,4,15053
11212,11212,44732673,906.8381278879118,HONDA,FIT GP-5,2014,Hatchback,No,Hybrid,<= 3 No turbo,100km and above,4.0,Automatic,4x4,04-May,Right-hand drive,Silver,4,15053
14556,14556,45758507,585.0,HYUNDAI,Elantra,2013,Hatchback,Yes,Petrol,<= 3 No turbo,100km and above,4.0,Tiptronic,Front,04-May,Left wheel,Black,6,15053
7000,7000,45801007,906.8381278879118,MERCEDES-BENZ,Sprinter,1998,Microbus,No,Diesel,> 3 & <= 5 No turbo,100km and above,4.0,Manual,Rear,04-May,Left wheel,Yellow,2,15053
4205,4205,45813194,503.0,TOYOTA,Prius C,2012,Sedan,Yes,Hybrid,<= 3 No turbo,100km and above,4.0,Automatic,Front,04-May,Left wheel,Red,8,15053
2802,2802,45800056,906.8381278879118,TOYOTA,Aqua,2014,Hatchback,No,Hybrid,<= 3 No turbo,10km to 30km,4.0,Automatic,Front,04-May,Right-hand drive,White,7,15053
1927,1927,45813685,473.0,CHEVROLET,Cruze,2014,Sedan,No,Petrol,<= 3 No turbo,30km to 100km,4.0,Tiptronic,Front,04-May,Left wheel,Silver,10,15053
1170,1170,45683077,584.0,HYUNDAI,Elantra,2014,Sedan,No,Petrol,<= 3 No turbo,100km and above,4.0,Tiptronic,Front,04-May,Left wheel,Silver,6,15053
763,763,45789777,906.8381278879118,BMW,X5 x5,2005,Jeep,Yes,Petrol,<= 3 No turbo,100km and above,6.0,Tiptronic,4x4,04-May,Right-hand drive,Black,4,15053
18009,18009,45803227,765.0,HYUNDAI,Sonata,2015,Sedan,Yes,LPG,<= 3 No turbo,100km and above,4.0,Automatic,Front,04-May,Left wheel,Silver,4,15053
8955,8955,45792440,890.0,KIA,Optima,2016,Sedan,Yes,Petrol,<= 3 No turbo,30km to 100km,4.0,Automatic,Front,04-May,Left wheel,Silver,4,15053
5216,5216,45797792,1185.0,HYUNDAI,H1,2009,Minivan,Yes,Diesel,<= 3 No turbo,100km and above,4.0,Automatic,Front,04-May,Left wheel,Silver,4,15053
7135,7135,45783289,810.0,HYUNDAI,Elantra,2016,Sedan,No,Petrol,<= 3 No turbo,30km to 100km,4.0,Tiptronic,Front,04-May,Left wheel,Grey,12,15053
18039,18039,45809296,906.8381278879118,TOYOTA,Prius,2007,Sedan,Yes,Hybrid,<= 3 No turbo,100km and above,4.0,Variator,Front,04-May,Left wheel,Grey,4,15053
14885,14885,45816647,906.8381278879118,DODGE,Caliber,2010,Hatchback,No,Petrol,<= 3 No turbo,30km to 100km,4.0,Automatic,Front,>5,Left wheel,Golden,6,15053
2177,2177,45793069,627.0,CHEVROLET,Malibu,2014,Sedan,Yes,Diesel,<= 3 No turbo,30km to 100km,4.0,Automatic,Front,04-May,Left wheel,Brown,4,15053
4494,4494,45780591,906.8381278879118,TOYOTA,Prius C,2012,Hatchback,No,Hybrid,<= 3 No turbo,30km to 100km,4.0,Automatic,Front,04-May,Left wheel,Silver,6,15053
8720,8720,45688889,906.8381278879118,HYUNDAI,Veloster,2013,Hatchback,Yes,Petrol,<= 3 No turbo,100km and above,4.0,Tiptronic,Front,02-Mar,Left wheel,White,12,15053
14526,14526,45792467,761.0,TOYOTA,Prius,2010,Hatchback,No,Hybrid,<= 3 No turbo,100km and above,4.0,Automatic,Front,04-May,Left wheel,White,6,15053
15954,15954,45748710,906.8381278879118,HONDA,FIT Hybrid,2013,Hatchback,No,Hybrid,<= 3 No turbo,100km and above,4.0,Variator,Front,04-May,Right-hand drive,White,2,15053
1100,1100,44032050,906.8381278879118,TOYOTA,Aqua,2012,Hatchback,No,Hybrid,<= 3 No turbo,100km and above,4.0,Automatic,Front,04-May,Right-hand drive,Blue,2,15053
11277,11277,45804523,906.8381278879118,MERCEDES-BENZ,E 220,2003,Sedan,No,Diesel,<= 3 turbo,100km and above,4.0,Tiptronic,Rear,04-May,Left wheel,Black,8,15053
6167,6167,45797358,878.0,TOYOTA,Prius,2009,Sedan,No,Hybrid,<= 3 No turbo,100km and above,4.0,Automatic,Front,04-May,Left wheel,White,8,15053
13321,13321,45437488,906.8381278879118,HONDA,Insight,2011,Hatchback,No,Hybrid,<= 3 No turbo,30km to 100km,4.0,Automatic,Front,04-May,Left wheel,Silver,5,15053
9427,9427,45800568,906.8381278879118,BMW,X5,2000,Jeep,Yes,Petrol,> 3 & <= 5 No turbo,100km and above,8.0,Tiptronic,4x4,04-May,Left wheel,Black,4,15053
8285,8285,45801982,906.8381278879118,TOYOTA,Aqua,2013,Hatchback,Yes,Hybrid,<= 3 No turbo,100km and above,4.0,Automatic,Front,04-May,Right-hand drive,Blue,6,15053
7016,7016,45777598,642.0,HYUNDAI,Sonata,2012,Sedan,Yes,LPG,<= 3 No turbo,30km to 100km,4.0,Automatic,Front,04-May,Left wheel,Silver,4,15053
13856,13856,45797697,1347.0,HYUNDAI,H1,2008,Minivan,Yes,Diesel,<= 3 No turbo,30km to 100km,4.0,Automatic,Front,04-May,Left wheel,Silver,4,15053
14623,14623,45770717,906.8381278879118,BMW,328,2006,Sedan,Yes,Petrol,<= 3 No turbo,100km and above,6.0,Tiptronic,Rear,04-May,Left wheel,Black,10,15053
10348,10348,45795828,906.8381278879118,HYUNDAI,Sonata,2011,Sedan,Yes,Petrol,<= 3 No turbo,100km and above,4.0,Automatic,Front,04-May,Left wheel,Black,0,15053
5039,5039,45732693,765.0,HYUNDAI,Sonata,2015,Sedan,Yes,LPG,<= 3 No turbo,100km and above,4.0,Automatic,Front,04-May,Left wheel,Silver,4,15053
13949,13949,45510462,779.0,VOLKSWAGEN,Passat,2013,Sedan,Yes,Petrol,<= 3 No turbo,30km to 100km,4.0,Tiptronic,Front,04-May,Left wheel,Blue,8,15053
6150,6150,45757578,906.8381278879118,MERCEDES-BENZ,ML 350 3.7,2003,Jeep,Yes,CNG,> 3 & <= 5 No turbo,100km and above,6.0,Tiptronic,4x4,04-May,Left wheel,Black,10,15053
5045,5045,45754133,382.0,HYUNDAI,Sonata,2014,Sedan,Yes,Hybrid,<= 3 No turbo,100km and above,4.0,Automatic,Front,04-May,Left wheel,Silver,12,15053
4381,4381,45800848,906.8381278879118,BMW,530,2004,Sedan,Yes,Petrol,<= 3 No turbo,100km and above,6.0,Tiptronic,Rear,04-May,Left wheel,White,0,15053
13917,13917,45261516,891.0,MAZDA,Mazda 3,2016,Sedan,No,Petrol,<= 3 No turbo,30km to 100km,4.0,Automatic,Front,04-May,Left wheel,Black,8,15053
12762,12762,45805257,749.0,TOYOTA,Camry,2014,Sedan,No,Petrol,<= 3 No turbo,Between 10km,4.0,Automatic,Front,04-May,Left wheel,Black,0,15053
14714,14714,45803436,765.0,HYUNDAI,Sonata,2015,Sedan,Yes,LPG,<= 3 No turbo,100km and above,4.0,Automatic,Front,04-May,Left wheel,Silver,4,15053
6185,6185,45774800,906.8381278879118,FORD,Transit,2002,Microbus,No,Diesel,<= 3 turbo,10km to 30km,4.0,Manual,Front,04-May,Left wheel,Silver,4,15053
12267,12267,45696484,639.0,VOLKSWAGEN,Jetta TDI,2014,Sedan,No,Diesel,<= 3 turbo,100km and above,4.0,Automatic,Front,04-May,Left wheel,White,6,15053
19054,19054,45791826,751.0,HYUNDAI,Sonata,2013,Sedan,No,Hybrid,<= 3 No turbo,30km to 100km,6.0,Tiptronic,Front,04-May,Left wheel,White,12,15053
3635,3635,45773574,751.0,HYUNDAI,Sonata,2013,Sedan,Yes,Petrol,<= 3 No turbo,30km to 100km,4.0,Automatic,Front,04-May,Left wheel,Blue,0,15053
12253,12253,45760009,906.8381278879118,BMW,Z4,2003,Cabriolet,Yes,Petrol,<= 3 No turbo,10km to 30km,6.0,Manual,Rear,02-Mar,Left wheel,Blue,2,15053
8625,8625,45807501,906.8381278879118,CHEVROLET,Cruze,2011,Sedan,No,Petrol,<= 3 No turbo,100km and above,4.0,Tiptronic,Front,04-May,Left wheel,White,4,15053
3593,3593,45184769,906.8381278879118,FORD,Fiesta,2015,Sedan,No,Petrol,<= 3 No turbo,100km and above,4.0,Tiptronic,Front,04-May,Left wheel,Black,8,15053
14155,14155,45803339,765.0,HYUNDAI,Sonata,2015,Sedan,Yes,LPG,<= 3 No turbo,100km and above,4.0,Automatic,Front,04-May,Left wheel,Silver,4,15053
15317,15317,45781845,781.0,SUBARU,Forester,2012,Jeep,No,Petrol,<= 3 No turbo,100km and above,4.0,Automatic,4x4,04-May,Left wheel,Sky blue,8,15053
14044,14044,45811568,906.8381278879118,MERCEDES-BENZ,C 280,2006,Sedan,Yes,Petrol,<= 3 No turbo,100km and above,6.0,Tiptronic,4x4,04-May,Left wheel,Black,10,15053
12855,12855,45814920,765.0,VOLKSWAGEN,Jetta,2015,Sedan,No,Petrol,<= 3 No turbo,30km to 100km,4.0,Automatic,Front,04-May,Left wheel,White,12,15053
10673,10673,45115210,640.0,FORD,C-MAX,2013,Sedan,Yes,Hybrid,<= 3 No turbo,100km and above,4.0,Automatic,Front,04-May,Left wheel,Silver,8,15053
18664,18664,45801966,906.8381278879118,FORD,Transit,1996,Microbus,No,Diesel,<= 3 No turbo,100km and above,4.0,Manual,Rear,>5,Left wheel,White,0,15053
4423,4423,45805346,906.8381278879118,MERCEDES-BENZ,E 500,2002,Sedan,Yes,Petrol,> 3 & <= 5 No turbo,10km to 30km,8.0,Tiptronic,Rear,04-May,Left wheel,Silver,12,15053
16611,16611,44728797,475.0,FIAT,500,2012,Coupe,Yes,Petrol,<= 3 No turbo,30km to 100km,4.0,Tiptronic,Front,04-May,Left wheel,Orange,6,15053
5013,5013,45813673,473.0,CHEVROLET,Cruze,2014,Sedan,No,Petrol,<= 3 No turbo,30km to 100km,4.0,Tiptronic,Front,04-May,Left wheel,Silver,10,15053
5025,5025,45791022,749.0,HYUNDAI,Sonata,2014,Sedan,Yes,Petrol,<= 3 No turbo,30km to 100km,6.0,Automatic,Front,04-May,Left wheel,White,0,15053
5167,5167,45698956,906.8381278879118,TOYOTA,Aqua,2013,Sedan,No,Hybrid,<= 3 No turbo,100km and above,4.0,Automatic,Front,04-May,Right-hand drive,White,2,15053
6220,6220,45792287,906.8381278879118,MERCEDES-BENZ,C 230,2006,Sedan,Yes,Petrol,<= 3 No turbo,100km and above,6.0,Tiptronic,Rear,04-May,Left wheel,Black,6,15053
10336,10336,45789673,640.0,SUBARU,Impreza,2013,Sedan,No,Petrol,<= 3 No turbo,100km and above,4.0,Tiptronic,4x4,04-May,Left wheel,Silver,12,15053
7028,7028,44454075,906.8381278879118,FORD,Focus,2014,Sedan,No,Petrol,<= 3 No turbo,30km to 100km,4.0,Tiptronic,Front,04-May,Left wheel,Carnelian red,10,15053
